filename,width,height,class,xmin,ymin,xmax,ymax
7490.png,200,200,rect,71,33,81,108
7491.png,200,200,rect,165,121,198,177
7492.png,200,200,rect,193,91,144,199
7493.png,200,200,rect,24,166,190,93
7494.png,200,200,rect,118,34,54,166
7495.png,200,200,rect,145,2,22,195
7496.png,200,200,rect,62,172,199,113
7497.png,200,200,rect,102,134,139,146
7498.png,200,200,rect,85,155,181,156
7499.png,200,200,rect,13,62,126,65
7500.png,200,200,rect,37,178,186,103
7501.png,200,200,rect,46,94,116,116
7502.png,200,200,rect,158,128,182,166
7503.png,200,200,rect,53,50,123,61
7504.png,200,200,rect,77,25,79,131
7505.png,200,200,rect,57,30,87,94
7506.png,200,200,rect,87,123,193,126
7507.png,200,200,rect,159,39,116,184
7508.png,200,200,rect,42,131,134,118
7509.png,200,200,rect,168,18,37,183
7510.png,200,200,rect,148,122,186,187
7511.png,200,200,rect,40,109,144,61
7512.png,200,200,rect,36,157,193,104
7513.png,200,200,rect,99,15,48,112
7514.png,200,200,rect,173,172,185,187
7515.png,200,200,rect,65,112,188,115
7516.png,200,200,rect,92,135,170,121
7517.png,200,200,rect,46,128,131,95
7518.png,200,200,rect,70,100,164,146
7519.png,200,200,rect,87,13,75,109
7520.png,200,200,rect,38,101,107,113
7521.png,200,200,rect,88,161,164,151
7522.png,200,200,rect,21,93,167,83
7523.png,200,200,rect,103,10,83,164
7524.png,200,200,rect,16,5,55,62
7525.png,200,200,rect,97,117,145,151
7526.png,200,200,rect,98,50,66,130
7527.png,200,200,rect,72,21,52,120
7528.png,200,200,rect,34,86,128,93
7529.png,200,200,rect,47,41,92,87
7530.png,200,200,rect,39,84,135,114
7531.png,200,200,rect,79,25,92,157
7532.png,200,200,rect,152,81,100,167
7533.png,200,200,rect,90,115,125,123
7534.png,200,200,rect,20,65,131,69
7535.png,200,200,rect,33,95,131,81
7536.png,200,200,rect,86,48,123,161
7537.png,200,200,rect,52,36,59,81
7538.png,200,200,rect,2,118,194,20
7539.png,200,200,rect,65,122,132,87
7540.png,200,200,rect,166,67,135,171
7541.png,200,200,rect,46,87,162,65
7542.png,200,200,rect,91,58,95,146
7543.png,200,200,rect,30,181,197,47
7544.png,200,200,rect,145,24,34,166
7545.png,200,200,rect,168,37,71,174
7546.png,200,200,rect,13,20,90,92
7547.png,200,200,rect,14,18,29,91
7548.png,200,200,rect,3,110,176,18
7549.png,200,200,rect,91,40,86,170
7550.png,200,200,rect,33,60,69,89
7551.png,200,200,rect,79,42,105,154
7552.png,200,200,rect,61,50,104,123
7553.png,200,200,rect,108,140,177,154
7554.png,200,200,rect,61,31,39,106
7555.png,200,200,rect,174,181,198,198
7556.png,200,200,rect,135,95,132,184
7557.png,200,200,rect,123,3,72,135
7558.png,200,200,rect,77,108,176,140
7559.png,200,200,rect,34,88,154,77
7560.png,200,200,rect,38,140,182,102
7561.png,200,200,rect,25,158,161,80
7562.png,200,200,rect,152,141,175,166
7563.png,200,200,rect,28,48,108,43
7564.png,200,200,rect,42,165,183,89
7565.png,200,200,rect,106,2,72,175
7566.png,200,200,rect,47,45,85,93
7567.png,200,200,rect,16,106,123,29
7568.png,200,200,rect,141,44,93,157
7569.png,200,200,rect,66,128,141,126
7570.png,200,200,rect,146,44,73,182
7571.png,200,200,rect,43,128,170,98
7572.png,200,200,rect,143,49,108,152
7573.png,200,200,rect,37,137,191,54
7574.png,200,200,rect,63,136,154,123
7575.png,200,200,rect,106,126,128,173
7576.png,200,200,rect,41,66,100,65
7577.png,200,200,rect,53,109,159,127
7578.png,200,200,rect,142,88,113,196
7579.png,200,200,rect,84,67,122,113
7580.png,200,200,rect,75,95,155,144
7581.png,200,200,rect,110,6,14,184
7582.png,200,200,rect,74,103,151,104
7583.png,200,200,rect,58,85,100,85
7584.png,200,200,rect,9,56,65,11
7585.png,200,200,rect,141,171,173,175
7586.png,200,200,rect,10,1,32,84
7587.png,200,200,rect,83,74,133,148
7588.png,200,200,rect,94,32,59,141
7589.png,200,200,rect,71,19,61,140
7590.png,200,200,rect,36,40,109,96
7591.png,200,200,rect,66,83,121,139
7592.png,200,200,rect,45,22,46,67
7593.png,200,200,rect,66,129,151,128
7594.png,200,200,rect,73,137,149,127
7595.png,200,200,rect,4,16,94,43
7596.png,200,200,rect,113,164,181,184
7597.png,200,200,rect,126,21,57,179
7598.png,200,200,rect,2,78,148,57
7599.png,200,200,rect,151,59,77,187
7600.png,200,200,rect,93,97,127,160
7601.png,200,200,rect,45,80,156,114
7602.png,200,200,rect,141,93,109,186
7603.png,200,200,rect,65,148,167,129
7604.png,200,200,rect,38,10,61,51
7605.png,200,200,rect,180,154,183,197
7606.png,200,200,rect,132,136,149,151
7607.png,200,200,rect,77,140,194,135
7608.png,200,200,rect,103,34,64,137
7609.png,200,200,rect,58,6,20,93
7610.png,200,200,rect,111,155,187,170
7611.png,200,200,rect,41,11,47,100
7612.png,200,200,rect,50,152,189,85
7613.png,200,200,rect,31,74,104,78
7614.png,200,200,rect,123,13,47,129
7615.png,200,200,rect,69,148,187,86
7616.png,200,200,rect,111,132,141,133
7617.png,200,200,rect,48,47,80,56
7618.png,200,200,rect,95,180,198,152
7619.png,200,200,rect,54,29,68,129
7620.png,200,200,rect,84,130,197,132
7621.png,200,200,rect,57,23,43,126
7622.png,200,200,rect,173,73,116,194
7623.png,200,200,rect,47,93,151,94
7624.png,200,200,rect,123,8,64,144
7625.png,200,200,rect,165,160,161,179
7626.png,200,200,rect,52,120,135,104
7627.png,200,200,rect,54,30,103,107
7628.png,200,200,rect,118,58,127,139
7629.png,200,200,rect,69,114,156,99
7630.png,200,200,rect,14,85,115,48
7631.png,200,200,rect,122,1,24,172
7632.png,200,200,rect,106,120,180,183
7633.png,200,200,rect,61,136,156,127
7634.png,200,200,rect,171,128,159,191
7635.png,200,200,rect,25,55,63,101
7636.png,200,200,rect,88,37,109,142
7637.png,200,200,rect,11,40,91,81
7638.png,200,200,rect,107,115,164,151
7639.png,200,200,rect,150,83,86,170
7640.png,200,200,rect,72,43,84,143
7641.png,200,200,rect,117,3,39,141
7642.png,200,200,rect,93,84,130,147
7643.png,200,200,rect,85,61,105,89
7644.png,200,200,rect,84,85,140,138
7645.png,200,200,rect,109,32,96,118
7646.png,200,200,rect,122,118,196,144
7647.png,200,200,rect,68,57,66,121
7648.png,200,200,rect,37,31,49,68
7649.png,200,200,rect,19,80,120,79
7650.png,200,200,rect,131,129,162,187
7651.png,200,200,rect,150,102,153,195
7652.png,200,200,rect,149,86,159,168
7653.png,200,200,rect,19,81,146,87
7654.png,200,200,rect,139,42,51,158
7655.png,200,200,rect,2,4,75,42
7656.png,200,200,rect,80,2,63,150
7657.png,200,200,rect,30,151,198,41
7658.png,200,200,rect,23,57,113,95
7659.png,200,200,rect,32,1,20,106
7660.png,200,200,rect,144,142,160,155
7661.png,200,200,rect,154,118,155,181
7662.png,200,200,rect,28,74,144,81
7663.png,200,200,rect,30,128,145,100
7664.png,200,200,rect,9,93,100,60
7665.png,200,200,rect,108,135,199,122
7666.png,200,200,rect,92,27,38,118
7667.png,200,200,rect,99,11,86,174
7668.png,200,200,rect,135,26,87,178
7669.png,200,200,rect,6,125,179,44
7670.png,200,200,rect,136,134,196,146
7671.png,200,200,rect,5,94,170,48
7672.png,200,200,rect,76,8,21,128
7673.png,200,200,rect,123,45,122,180
7674.png,200,200,rect,8,33,38,17
7675.png,200,200,rect,20,146,195,88
7676.png,200,200,rect,147,78,150,194
7677.png,200,200,rect,35,68,113,78
7678.png,200,200,rect,89,24,51,128
7679.png,200,200,rect,118,17,63,154
7680.png,200,200,rect,34,78,129,79
7681.png,200,200,rect,35,92,163,65
7682.png,200,200,rect,192,174,175,194
7683.png,200,200,rect,156,138,159,179
7684.png,200,200,rect,78,120,131,112
7685.png,200,200,rect,40,34,107,45
7686.png,200,200,rect,111,81,135,168
7687.png,200,200,rect,126,57,108,148
7688.png,200,200,rect,25,95,132,90
7689.png,200,200,rect,50,93,161,115
7690.png,200,200,rect,45,104,162,90
7691.png,200,200,rect,17,156,160,36
7692.png,200,200,rect,89,28,99,168
7693.png,200,200,rect,73,15,90,85
7694.png,200,200,rect,85,72,134,119
7695.png,200,200,rect,120,96,105,193
7696.png,200,200,rect,59,86,89,99
7697.png,200,200,rect,56,40,51,103
7698.png,200,200,rect,141,103,131,150
7699.png,200,200,rect,68,61,67,140
7700.png,200,200,rect,84,52,104,153
7701.png,200,200,rect,64,7,37,84
7702.png,200,200,rect,46,124,189,123
7703.png,200,200,rect,123,64,115,142
7704.png,200,200,rect,89,99,145,147
7705.png,200,200,rect,126,4,59,146
7706.png,200,200,rect,4,115,187,6
7707.png,200,200,rect,28,160,179,48
7708.png,200,200,rect,123,97,121,172
7709.png,200,200,rect,74,94,120,136
7710.png,200,200,rect,13,36,38,77
7711.png,200,200,rect,182,26,76,185
7712.png,200,200,rect,97,75,100,152
7713.png,200,200,rect,72,6,35,78
7714.png,200,200,rect,11,78,82,80
7715.png,200,200,rect,163,155,193,173
7716.png,200,200,rect,105,49,88,144
7717.png,200,200,rect,61,19,88,85
7718.png,200,200,rect,61,118,127,97
7719.png,200,200,rect,97,58,83,124
7720.png,200,200,rect,139,49,120,169
7721.png,200,200,rect,73,92,139,104
7722.png,200,200,rect,129,75,135,156
7723.png,200,200,rect,34,113,133,49
7724.png,200,200,rect,102,171,179,125
7725.png,200,200,rect,14,189,196,34
7726.png,200,200,rect,124,90,122,127
7727.png,200,200,rect,41,119,180,42
7728.png,200,200,rect,29,17,26,34
7729.png,200,200,rect,109,114,175,187
7730.png,200,200,rect,99,77,100,124
7731.png,200,200,rect,173,129,182,178
7732.png,200,200,rect,11,118,191,60
7733.png,200,200,rect,173,104,107,185
7734.png,200,200,rect,98,119,160,141
7735.png,200,200,rect,9,151,154,86
7736.png,200,200,rect,94,75,93,138
7737.png,200,200,rect,80,104,126,153
7738.png,200,200,rect,62,91,140,125
7739.png,200,200,rect,60,55,70,128
7740.png,200,200,rect,70,145,162,90
7741.png,200,200,rect,101,25,55,172
7742.png,200,200,rect,4,18,93,42
7743.png,200,200,rect,143,2,76,171
7744.png,200,200,rect,88,20,52,117
7745.png,200,200,rect,1,63,86,3
7746.png,200,200,rect,132,116,124,142
7747.png,200,200,rect,36,61,112,89
7748.png,200,200,rect,83,103,157,139
7749.png,200,200,rect,100,163,181,137
7750.png,200,200,rect,35,155,180,95
7751.png,200,200,rect,47,91,104,115
7752.png,200,200,rect,60,73,151,85
7753.png,200,200,rect,21,36,57,88
7754.png,200,200,rect,98,78,149,176
7755.png,200,200,rect,117,16,46,148
7756.png,200,200,rect,15,78,82,28
7757.png,200,200,rect,178,118,176,192
7758.png,200,200,rect,88,10,72,106
7759.png,200,200,rect,107,64,113,182
7760.png,200,200,rect,47,35,103,68
7761.png,200,200,rect,82,48,124,157
7762.png,200,200,rect,31,130,167,69
7763.png,200,200,rect,52,73,130,94
7764.png,200,200,rect,73,32,102,96
7765.png,200,200,rect,113,93,134,174
7766.png,200,200,rect,0,29,104,5
7767.png,200,200,rect,96,129,159,142
7768.png,200,200,rect,103,135,154,119
7769.png,200,200,rect,104,90,145,148
7770.png,200,200,rect,153,21,56,183
7771.png,200,200,rect,144,15,29,191
7772.png,200,200,rect,19,108,158,97
7773.png,200,200,rect,49,42,90,123
7774.png,200,200,rect,77,95,114,145
7775.png,200,200,rect,1,76,120,36
7776.png,200,200,rect,149,8,29,173
7777.png,200,200,rect,120,66,74,176
7778.png,200,200,rect,96,51,121,131
7779.png,200,200,rect,4,126,168,59
7780.png,200,200,rect,69,29,107,103
7781.png,200,200,rect,146,17,91,194
7782.png,200,200,rect,96,153,173,144
7783.png,200,200,rect,91,47,123,163
7784.png,200,200,rect,2,18,86,44
7785.png,200,200,rect,16,48,79,19
7786.png,200,200,rect,93,0,22,162
7787.png,200,200,rect,6,45,57,21
7788.png,200,200,rect,96,13,16,147
7789.png,200,200,rect,69,5,82,133
7790.png,200,200,rect,102,12,52,157
7791.png,200,200,rect,17,100,161,25
7792.png,200,200,rect,113,49,93,146
7793.png,200,200,rect,167,68,85,179
7794.png,200,200,rect,6,88,89,37
7795.png,200,200,rect,148,177,181,186
7796.png,200,200,rect,148,8,36,155
7797.png,200,200,rect,116,9,77,117
7798.png,200,200,rect,14,49,123,80
7799.png,200,200,rect,111,35,38,170
7800.png,200,200,rect,133,62,87,143
7801.png,200,200,rect,33,30,72,79
7802.png,200,200,rect,21,1,29,82
7803.png,200,200,rect,86,126,195,147
7804.png,200,200,rect,4,68,106,47
7805.png,200,200,rect,136,99,161,193
7806.png,200,200,rect,57,158,185,107
7807.png,200,200,rect,170,103,107,199
7808.png,200,200,rect,24,56,112,80
7809.png,200,200,rect,79,79,108,154
7810.png,200,200,rect,161,100,160,186
7811.png,200,200,rect,28,150,154,58
7812.png,200,200,rect,25,98,176,43
7813.png,200,200,rect,131,182,184,165
7814.png,200,200,rect,7,20,80,29
7815.png,200,200,rect,41,102,139,88
7816.png,200,200,rect,21,125,163,74
7817.png,200,200,rect,71,14,56,125
7818.png,200,200,rect,79,184,190,145
7819.png,200,200,rect,50,5,35,80
7820.png,200,200,rect,118,133,188,157
7821.png,200,200,rect,0,124,157,50
7822.png,200,200,rect,78,71,124,120
7823.png,200,200,rect,3,148,197,65
7824.png,200,200,rect,26,63,117,102
7825.png,200,200,rect,159,54,109,167
7826.png,200,200,rect,7,127,178,57
7827.png,200,200,rect,99,10,23,156
7828.png,200,200,rect,112,69,140,178
7829.png,200,200,rect,3,148,176,71
7830.png,200,200,rect,64,145,191,73
7831.png,200,200,rect,127,138,168,189
7832.png,200,200,rect,98,48,73,117
7833.png,200,200,rect,132,63,139,164
7834.png,200,200,rect,31,25,76,101
7835.png,200,200,rect,85,123,178,137
7836.png,200,200,rect,65,80,89,94
7837.png,200,200,rect,49,81,140,101
7838.png,200,200,rect,71,12,87,131
7839.png,200,200,rect,79,49,69,141
7840.png,200,200,rect,64,117,138,80
7841.png,200,200,rect,2,92,145,30
7842.png,200,200,rect,22,17,51,90
7843.png,200,200,rect,68,18,96,140
7844.png,200,200,rect,32,88,117,76
7845.png,200,200,rect,164,3,76,180
7846.png,200,200,rect,46,128,155,63
7847.png,200,200,rect,23,46,53,45
7848.png,200,200,rect,44,62,124,110
7849.png,200,200,rect,95,137,178,159
7850.png,200,200,rect,72,79,152,143
7851.png,200,200,rect,48,123,167,112
7852.png,200,200,rect,117,102,134,153
7853.png,200,200,rect,34,84,149,112
7854.png,200,200,rect,11,38,101,48
7855.png,200,200,rect,53,94,113,113
7856.png,200,200,rect,138,99,142,140
7857.png,200,200,rect,106,9,71,183
7858.png,200,200,rect,109,104,179,177
7859.png,200,200,rect,9,79,155,85
7860.png,200,200,rect,69,32,35,89
7861.png,200,200,rect,79,98,151,114
7862.png,200,200,rect,79,129,133,140
7863.png,200,200,rect,102,29,59,135
7864.png,200,200,rect,82,62,111,138
7865.png,200,200,rect,110,62,138,138
7866.png,200,200,rect,93,124,187,123
7867.png,200,200,rect,183,114,187,196
7868.png,200,200,rect,61,8,65,130
7869.png,200,200,rect,62,43,50,80
7870.png,200,200,rect,53,28,31,113
7871.png,200,200,rect,45,99,143,65
7872.png,200,200,rect,115,116,125,172
7873.png,200,200,rect,130,141,199,156
7874.png,200,200,rect,38,37,42,58
7875.png,200,200,rect,59,42,102,82
7876.png,200,200,rect,97,4,72,119
7877.png,200,200,rect,85,34,68,101
7878.png,200,200,rect,8,2,58,31
7879.png,200,200,rect,62,109,116,119
7880.png,200,200,rect,31,143,183,45
7881.png,200,200,rect,133,146,187,178
7882.png,200,200,rect,10,65,133,60
7883.png,200,200,rect,64,31,61,72
7884.png,200,200,rect,40,99,162,112
7885.png,200,200,rect,58,67,141,135
7886.png,200,200,rect,81,14,82,100
7887.png,200,200,rect,117,13,89,166
7888.png,200,200,rect,50,120,162,54
7889.png,200,200,rect,23,143,164,97
7890.png,200,200,rect,33,117,165,54
7891.png,200,200,rect,35,98,123,74
7892.png,200,200,rect,113,5,52,119
7893.png,200,200,rect,154,11,28,157
7894.png,200,200,rect,128,88,129,178
7895.png,200,200,rect,59,4,25,73
7896.png,200,200,rect,100,107,179,154
7897.png,200,200,rect,35,96,145,74
7898.png,200,200,rect,119,82,131,172
7899.png,200,200,rect,1,69,89,68
7900.png,200,200,rect,104,103,112,153
7901.png,200,200,rect,95,111,149,155
7902.png,200,200,rect,151,48,108,158
7903.png,200,200,rect,124,69,79,185
7904.png,200,200,rect,105,50,92,143
7905.png,200,200,rect,149,124,146,191
7906.png,200,200,rect,103,31,90,113
7907.png,200,200,rect,158,105,161,159
7908.png,200,200,rect,35,81,83,105
7909.png,200,200,rect,16,165,170,68
7910.png,200,200,rect,63,168,190,139
7911.png,200,200,rect,122,156,190,170
7912.png,200,200,rect,68,142,194,111
7913.png,200,200,rect,33,49,54,100
7914.png,200,200,rect,54,53,90,61
7915.png,200,200,rect,87,75,140,159
7916.png,200,200,rect,48,143,169,83
7917.png,200,200,rect,71,140,173,128
7918.png,200,200,rect,55,131,179,108
7919.png,200,200,rect,148,44,86,161
7920.png,200,200,rect,75,24,76,133
7921.png,200,200,rect,41,153,175,118
7922.png,200,200,rect,41,41,67,69
7923.png,200,200,rect,192,123,177,199
7924.png,200,200,rect,96,133,136,149
7925.png,200,200,rect,39,15,18,76
7926.png,200,200,rect,112,152,199,120
7927.png,200,200,rect,141,103,170,194
7928.png,200,200,rect,90,92,127,115
7929.png,200,200,rect,56,56,120,93
7930.png,200,200,rect,171,152,174,184
7931.png,200,200,rect,6,116,177,33
7932.png,200,200,rect,92,141,153,158
7933.png,200,200,rect,123,105,121,197
7934.png,200,200,rect,19,103,173,89
7935.png,200,200,rect,108,142,192,153
7936.png,200,200,rect,55,107,151,110
7937.png,200,200,rect,138,78,116,143
7938.png,200,200,rect,17,44,76,75
7939.png,200,200,rect,53,18,52,126
7940.png,200,200,rect,109,27,57,188
7941.png,200,200,rect,33,48,80,56
7942.png,200,200,rect,1,30,67,28
7943.png,200,200,rect,108,94,161,147
7944.png,200,200,rect,154,23,40,182
7945.png,200,200,rect,0,145,148,31
7946.png,200,200,rect,75,22,48,122
7947.png,200,200,rect,164,4,32,166
7948.png,200,200,rect,146,32,98,191
7949.png,200,200,rect,103,149,181,127
7950.png,200,200,rect,74,68,131,121
7951.png,200,200,rect,11,189,192,74
7952.png,200,200,rect,40,8,23,106
7953.png,200,200,rect,109,113,148,131
7954.png,200,200,rect,55,7,56,80
7955.png,200,200,rect,96,167,187,145
7956.png,200,200,rect,81,31,98,156
7957.png,200,200,rect,162,30,60,167
7958.png,200,200,rect,106,36,107,126
7959.png,200,200,rect,35,4,40,79
7960.png,200,200,rect,113,146,155,121
7961.png,200,200,rect,148,78,130,181
7962.png,200,200,rect,1,23,89,60
7963.png,200,200,rect,172,110,119,189
7964.png,200,200,rect,86,79,105,93
7965.png,200,200,rect,39,104,181,92
7966.png,200,200,rect,18,16,94,72
7967.png,200,200,rect,88,144,180,109
7968.png,200,200,rect,141,96,155,189
7969.png,200,200,rect,75,6,25,135
7970.png,200,200,rect,154,154,192,198
7971.png,200,200,rect,18,136,192,94
7972.png,200,200,rect,89,40,104,137
7973.png,200,200,rect,128,56,83,151
7974.png,200,200,rect,168,158,166,197
7975.png,200,200,rect,73,50,122,105
7976.png,200,200,rect,125,45,60,141
7977.png,200,200,rect,83,15,22,150
7978.png,200,200,rect,129,109,142,168
7979.png,200,200,rect,114,112,143,124
7980.png,200,200,rect,93,112,141,138
7981.png,200,200,rect,172,21,35,181
7982.png,200,200,rect,94,85,157,98
7983.png,200,200,rect,130,28,64,189
7984.png,200,200,rect,104,57,71,178
7985.png,200,200,rect,128,65,97,178
7986.png,200,200,rect,67,55,125,128
7987.png,200,200,rect,151,72,98,164
7988.png,200,200,rect,60,156,196,104
7989.png,200,200,rect,67,41,45,134
7990.png,200,200,rect,77,90,131,147
7991.png,200,200,rect,79,48,124,132
7992.png,200,200,rect,29,38,100,78
7993.png,200,200,rect,84,133,180,116
7994.png,200,200,rect,38,84,85,50
7995.png,200,200,rect,5,47,109,69
7996.png,200,200,rect,69,64,74,135
7997.png,200,200,rect,133,150,168,168
7998.png,200,200,rect,39,102,181,104
7999.png,200,200,rect,136,130,169,143
8000.png,200,200,rect,44,69,146,62
8001.png,200,200,rect,138,77,88,195
8002.png,200,200,rect,29,136,155,94
8003.png,200,200,rect,13,79,102,39
8004.png,200,200,rect,81,120,149,140
8005.png,200,200,rect,41,105,175,52
8006.png,200,200,rect,125,5,19,168
8007.png,200,200,rect,63,101,173,76
8008.png,200,200,rect,77,114,191,97
8009.png,200,200,rect,83,72,114,158
8010.png,200,200,rect,54,161,194,112
8011.png,200,200,rect,30,148,193,66
8012.png,200,200,rect,136,106,157,159
8013.png,200,200,rect,96,50,60,174
8014.png,200,200,rect,42,97,108,51
8015.png,200,200,rect,129,125,183,141
8016.png,200,200,rect,13,144,158,36
8017.png,200,200,rect,75,145,162,115
8018.png,200,200,rect,7,188,192,54
8019.png,200,200,rect,48,145,148,59
8020.png,200,200,rect,55,6,73,108
8021.png,200,200,rect,124,178,184,187
8022.png,200,200,rect,1,107,109,55
8023.png,200,200,rect,109,81,136,147
8024.png,200,200,rect,136,37,68,146
8025.png,200,200,rect,26,118,163,43
8026.png,200,200,rect,103,23,62,174
8027.png,200,200,rect,23,80,90,91
8028.png,200,200,rect,131,175,181,152
8029.png,200,200,rect,92,105,182,147
8030.png,200,200,rect,142,65,100,189
8031.png,200,200,rect,88,141,145,158
8032.png,200,200,rect,105,157,176,142
8033.png,200,200,rect,5,119,172,71
8034.png,200,200,rect,16,12,15,65
8035.png,200,200,rect,3,45,54,24
8036.png,200,200,rect,114,15,19,169
8037.png,200,200,rect,85,60,115,112
8038.png,200,200,rect,48,161,197,116
8039.png,200,200,rect,44,149,157,63
8040.png,200,200,rect,0,44,72,67
8041.png,200,200,rect,66,0,61,74
8042.png,200,200,rect,127,15,76,151
8043.png,200,200,rect,127,138,152,186
8044.png,200,200,rect,116,104,159,128
8045.png,200,200,rect,98,139,173,131
8046.png,200,200,rect,118,155,183,119
8047.png,200,200,rect,10,14,71,70
8048.png,200,200,rect,12,26,97,30
8049.png,200,200,rect,122,108,120,140
8050.png,200,200,rect,16,82,109,47
8051.png,200,200,rect,105,32,59,177
8052.png,200,200,rect,3,8,47,5
8053.png,200,200,rect,56,38,110,89
8054.png,200,200,rect,33,48,103,71
8055.png,200,200,rect,69,74,102,119
8056.png,200,200,rect,124,19,56,181
8057.png,200,200,rect,43,179,189,108
8058.png,200,200,rect,147,17,59,169
8059.png,200,200,rect,167,35,38,191
8060.png,200,200,rect,3,51,97,48
8061.png,200,200,rect,16,44,123,37
8062.png,200,200,rect,108,79,123,165
8063.png,200,200,rect,103,136,164,162
8064.png,200,200,rect,159,106,157,164
8065.png,200,200,rect,63,127,157,69
8066.png,200,200,rect,42,48,73,120
8067.png,200,200,rect,24,85,103,85
8068.png,200,200,rect,94,130,131,159
8069.png,200,200,rect,131,27,67,192
8070.png,200,200,rect,41,84,147,111
8071.png,200,200,rect,5,9,34,41
8072.png,200,200,rect,101,47,74,124
8073.png,200,200,rect,71,90,98,80
8074.png,200,200,rect,162,159,164,177
8075.png,200,200,rect,66,100,120,145
8076.png,200,200,rect,52,27,38,116
8077.png,200,200,rect,6,136,180,10
8078.png,200,200,rect,67,35,52,86
8079.png,200,200,rect,90,59,134,113
8080.png,200,200,rect,56,48,119,101
8081.png,200,200,rect,120,5,52,155
8082.png,200,200,rect,43,60,62,83
8083.png,200,200,rect,61,190,195,131
8084.png,200,200,rect,101,130,163,157
8085.png,200,200,rect,110,93,148,182
8086.png,200,200,rect,90,116,141,104
8087.png,200,200,rect,163,83,146,178
8088.png,200,200,rect,27,88,152,88
8089.png,200,200,rect,138,7,54,172
8090.png,200,200,rect,97,61,106,120
8091.png,200,200,rect,109,156,187,149
8092.png,200,200,rect,43,74,75,45
8093.png,200,200,rect,2,4,12,31
8094.png,200,200,rect,49,158,195,96
8095.png,200,200,rect,104,26,76,130
8096.png,200,200,rect,83,87,125,150
8097.png,200,200,rect,181,34,82,187
8098.png,200,200,rect,11,107,177,21
8099.png,200,200,rect,100,82,94,148
8100.png,200,200,rect,139,79,102,164
8101.png,200,200,rect,78,79,83,143
8102.png,200,200,rect,130,146,182,173
8103.png,200,200,rect,21,104,168,39
8104.png,200,200,rect,165,120,181,197
8105.png,200,200,rect,129,67,96,174
8106.png,200,200,rect,45,21,62,56
8107.png,200,200,rect,27,192,193,59
8108.png,200,200,rect,33,58,111,104
8109.png,200,200,rect,28,89,151,76
8110.png,200,200,rect,57,64,80,111
8111.png,200,200,rect,0,73,77,11
8112.png,200,200,rect,97,111,124,112
8113.png,200,200,rect,23,36,44,44
8114.png,200,200,rect,35,107,141,108
8115.png,200,200,rect,139,121,179,152
8116.png,200,200,rect,32,79,93,77
8117.png,200,200,rect,115,125,182,168
8118.png,200,200,rect,74,117,146,104
8119.png,200,200,rect,108,123,163,119
8120.png,200,200,rect,162,119,128,164
8121.png,200,200,rect,64,59,93,117
8122.png,200,200,rect,139,137,177,166
8123.png,200,200,rect,6,75,149,41
8124.png,200,200,rect,9,130,173,63
8125.png,200,200,rect,115,31,78,179
8126.png,200,200,rect,77,70,102,155
8127.png,200,200,rect,178,157,187,182
8128.png,200,200,rect,128,122,144,194
8129.png,200,200,rect,54,72,97,96
8130.png,200,200,rect,77,113,181,85
8131.png,200,200,rect,113,54,104,154
8132.png,200,200,rect,131,15,57,138
8133.png,200,200,rect,69,18,89,144
8134.png,200,200,rect,60,77,138,100
8135.png,200,200,rect,51,96,168,62
8136.png,200,200,rect,76,29,89,150
8137.png,200,200,rect,123,31,99,152
8138.png,200,200,rect,123,134,171,180
8139.png,200,200,rect,71,108,148,92
8140.png,200,200,rect,125,81,87,177
8141.png,200,200,rect,156,38,69,160
8142.png,200,200,rect,64,1,57,112
8143.png,200,200,rect,48,130,179,81
8144.png,200,200,rect,88,148,183,140
8145.png,200,200,rect,13,55,97,58
8146.png,200,200,rect,87,9,54,101
8147.png,200,200,rect,80,74,89,101
8148.png,200,200,rect,77,89,138,81
8149.png,200,200,rect,36,139,176,75
8150.png,200,200,rect,30,9,13,44
8151.png,200,200,rect,65,116,155,97
8152.png,200,200,rect,67,91,164,126
8153.png,200,200,rect,128,0,52,186
8154.png,200,200,rect,9,112,179,79
8155.png,200,200,rect,48,122,176,65
8156.png,200,200,rect,11,176,194,12
8157.png,200,200,rect,46,85,117,50
8158.png,200,200,rect,15,34,60,73
8159.png,200,200,rect,148,86,165,177
8160.png,200,200,rect,13,122,182,51
8161.png,200,200,rect,52,50,87,107
8162.png,200,200,rect,68,48,116,102
8163.png,200,200,rect,10,83,143,88
8164.png,200,200,rect,47,88,115,58
8165.png,200,200,rect,129,94,159,170
8166.png,200,200,rect,65,122,195,71
8167.png,200,200,rect,128,14,34,189
8168.png,200,200,rect,80,29,102,113
8169.png,200,200,rect,44,17,38,64
8170.png,200,200,rect,134,123,168,142
8171.png,200,200,rect,81,93,138,135
8172.png,200,200,rect,47,106,119,71
8173.png,200,200,rect,17,25,50,53
8174.png,200,200,rect,130,109,175,159
8175.png,200,200,rect,68,48,76,128
8176.png,200,200,rect,29,190,197,43
8177.png,200,200,rect,7,99,149,60
8178.png,200,200,rect,79,53,126,145
8179.png,200,200,rect,21,65,115,58
8180.png,200,200,rect,123,25,55,184
8181.png,200,200,rect,11,138,185,58
8182.png,200,200,rect,44,75,151,70
8183.png,200,200,rect,73,162,168,110
8184.png,200,200,rect,48,185,190,65
8185.png,200,200,rect,107,85,102,111
8186.png,200,200,rect,18,120,187,93
8187.png,200,200,rect,124,34,102,174
